circuit_id,n_qubits,depth,ansatz,seed,mean_gradient_magnitude,gradient_variance,near_zero_percentage,n_trainable_parameters,n_gates
C0330,10,6,ring,46,0.016567951843421223,0.000489994204224764,9.75,120,180
C0331,10,8,linear,42,0.016856697130967352,0.0007794651529294233,24.5,160,232
C0332,10,8,linear,43,0.017325351215305037,0.0008023302407687033,24.5625,160,232
C0333,10,8,linear,44,0.017427175902811003,0.0008525706089117066,24.5,160,232
C0334,10,8,linear,45,0.01519409575279708,0.0005018664799210024,23.8125,160,232
C0335,10,8,linear,46,0.018082374250844437,0.0008777009672963444,23.1875,160,232
C0336,10,8,ring,42,0.01636511581480451,0.00046335034047478076,8.875,160,240
C0337,10,8,ring,43,0.01639681103689884,0.0004553794133138889,9.0,160,240
C0338,10,8,ring,44,0.016671465128964624,0.0004862486952169687,8.9375,160,240
C0339,10,8,ring,45,0.01599214170365175,0.000451203712648415,8.75,160,240
C0340,10,8,ring,46,0.016967131089854898,0.0004926045318624185,8.625,160,240
C0341,10,10,linear,42,0.015844780168974393,0.0005828074883160981,20.349999999999998,200,290
C0342,10,10,linear,43,0.015721047437172512,0.0005111334807502119,21.05,200,290
C0343,10,10,linear,44,0.015705932439850523,0.0005251853972843012,19.6,200,290
C0344,10,10,linear,45,0.015318680688479505,0.0005094387817485262,20.549999999999997,200,290
C0345,10,10,linear,46,0.017138896990279137,0.0007057090489337246,20.65,200,290
C0346,10,10,ring,42,0.015648542228661768,0.0004170367826908767,8.200000000000001,200,300
C0347,10,10,ring,43,0.017064227240674044,0.0004889126897915314,7.85,200,300
C0348,10,10,ring,44,0.01651739030469126,0.00046119684766190696,7.449999999999999,200,300
C0349,10,10,ring,45,0.01727300509791729,0.0005030479760085142,7.199999999999999,200,300
C0350,10,10,ring,46,0.01728067404105432,0.0004992097554483436,7.8,200,300
C0351,12,1,linear,42,0.005539733461789503,0.0031762634174680115,93.05555555555556,24,35
C0352,12,1,linear,43,0.008194165399298459,0.0038455979568903192,94.79166666666666,24,35
C0353,12,1,linear,44,0.006162948447507543,0.0031167274365958694,88.54166666666666,24,35
C0354,12,1,linear,45,0.004076290738149628,0.0011669071081827713,93.40277777777779,24,35
C0355,12,1,linear,46,0.007967015015724492,0.0029739026320029565,92.01388888888889,24,35
C0356,12,1,ring,42,0.0021618089877419337,0.00025271120990470546,93.75,24,36
C0357,12,1,ring,43,0.004919421730046185,0.0016173906673925874,95.48611111111111,24,36
C0358,12,1,ring,44,0.0035554750749449506,0.0013215168303210073,89.23611111111111,24,36
C0359,12,1,ring,45,0.0020070088599045428,0.00041690080104050806,94.09722222222221,24,36
C0360,12,1,ring,46,0.004907389015486633,0.0016078265146475673,92.70833333333334,24,36
C0361,12,2,linear,42,0.015036767157691002,0.0021881744244043517,49.13194444444444,48,70
C0362,12,2,linear,43,0.024083717420900323,0.005496702675453092,48.26388888888889,48,70
C0363,12,2,linear,44,0.022089886908150037,0.003557159743047943,46.70138888888889,48,70
C0364,12,2,linear,45,0.020051415220350848,0.004488570216674616,50.173611111111114,48,70
C0365,12,2,linear,46,0.016536260301293633,0.00399510933923801,69.44444444444444,48,70
C0366,12,2,ring,42,0.011865802579905625,0.0012046520791478541,42.70833333333333,48,72
C0367,12,2,ring,43,0.010143666675664121,0.0004143012579946226,40.45138888888889,48,72
C0368,12,2,ring,44,0.02325807516681856,0.0033690537195981834,38.02083333333333,48,72
C0369,12,2,ring,45,0.010173089560514995,0.000791069542268639,45.13888888888889,48,72
C0370,12,2,ring,46,0.0024702981574817157,0.000132321311681514,78.99305555555556,48,72
C0371,12,3,linear,42,0.012690999414060513,0.0016345555661259985,50.57870370370371,72,105
C0372,12,3,linear,43,0.015576868471134556,0.0022717928843420635,44.56018518518518,72,105
C0373,12,3,linear,44,0.01405461990329593,0.0032705099295641435,48.61111111111111,72,105
C0374,12,3,linear,45,0.013498174388673005,0.0026992302762238345,46.99074074074074,72,105
C0375,12,3,linear,46,0.02195197812996562,0.004026727434131381,43.05555555555556,72,105
C0376,12,3,ring,42,0.006118475348263196,0.00011707174333481063,30.671296296296298,72,108
C0377,12,3,ring,43,0.010666269410407861,0.0002330927066119289,20.02314814814815,72,108
C0378,12,3,ring,44,0.008859454543052835,0.00046391460681195345,37.26851851851852,72,108
C0379,12,3,ring,45,0.005750143758675051,0.00010484630758463443,28.240740740740737,72,108
C0380,12,3,ring,46,0.0103201435854233,0.0008200610960738919,42.129629629629626,72,108
C0381,12,4,linear,42,0.013457012539886898,0.0010468306827472764,42.1875,96,140
C0382,12,4,linear,43,0.01494067073949488,0.0013501519658332204,40.625,96,140
C0383,12,4,linear,44,0.01482174471136456,0.0013898483221776111,40.27777777777778,96,140
C0384,12,4,linear,45,0.013130663272966572,0.001421114689976352,43.14236111111111,96,140
C0385,12,4,linear,46,0.016374819902342356,0.0024194404828876744,41.92708333333333,96,140
C0386,12,4,ring,42,0.008846031275594373,0.00023523055077020005,22.135416666666664,96,144
C0387,12,4,ring,43,0.007681111973555108,0.00011327679787832927,17.274305555555554,96,144
C0388,12,4,ring,44,0.006727930536102516,0.0001098415441936298,19.87847222222222,96,144
C0389,12,4,ring,45,0.0076727321304953765,0.00012623036951735401,19.35763888888889,96,144
C0390,12,4,ring,46,0.006266943600553891,8.776124318759002e-05,21.09375,96,144
C0391,12,6,linear,42,0.013334544543717906,0.0008744739171647782,33.50694444444444,144,210
C0392,12,6,linear,43,0.013392015258615782,0.0010299210537092003,36.28472222222222,144,210
C0393,12,6,linear,44,0.013951574051364391,0.000770389467808094,33.56481481481482,144,210
C0394,12,6,linear,45,0.01289110783408888,0.0009396498169592419,33.27546296296296,144,210
C0395,12,6,linear,46,0.0130251633642854,0.0010409276187242744,35.3587962962963,144,210
C0396,12,6,ring,42,0.00779080481035196,0.0001083945512403835,15.45138888888889,144,216
C0397,12,6,ring,43,0.008135223626702884,0.00012081307767300079,16.608796296296298,144,216
C0398,12,6,ring,44,0.008424561421175389,0.0001275078021292923,14.930555555555555,144,216
C0399,12,6,ring,45,0.00797629394644249,0.00011444081449991789,14.988425925925927,144,216
C0400,12,6,ring,46,0.007974314378209646,0.00012042798010165927,15.393518518518517,144,216
C0401,12,8,linear,42,0.010021556704752547,0.0003104334149088965,29.991319444444443,192,280
C0402,12,8,linear,43,0.010935999255912855,0.0004783807026013971,29.947916666666668,192,280
C0403,12,8,linear,44,0.01128847678647901,0.00048186716995635853,29.07986111111111,192,280
C0404,12,8,linear,45,0.0105675823319753,0.0003771611246113456,30.12152777777778,192,280
C0405,12,8,linear,46,0.011528819327745866,0.0004704573198383579,29.817708333333332,192,280
C0406,12,8,ring,42,0.00847406394884735,0.00012543242529776172,13.84548611111111,192,288
C0407,12,8,ring,43,0.008056291302049316,0.00011056264722958577,12.934027777777779,192,288
C0408,12,8,ring,44,0.007781522426753735,0.00010276343541865055,11.15451388888889,192,288
C0409,12,8,ring,45,0.008323266840045342,0.00011932856403691249,12.934027777777779,192,288
C0410,12,8,ring,46,0.008194334394126982,0.00011613682084678638,12.934027777777779,192,288
C0411,12,10,linear,42,0.009562056682682608,0.00028313213437604004,26.84027777777778,240,350
C0412,12,10,linear,43,0.009288758414276888,0.0002446617853559922,26.28472222222222,240,350
C0413,12,10,linear,44,0.00985051887958028,0.00028371853353056095,26.07638888888889,240,350
C0414,12,10,linear,45,0.00972004654114279,0.0002708999347966491,26.006944444444446,240,350
C0415,12,10,linear,46,0.010338313459195388,0.0003107589908982759,25.763888888888886,240,350
C0416,12,10,ring,42,0.008240045469584251,0.00011733922766983463,12.777777777777777,240,360
C0417,12,10,ring,43,0.008249249063499027,0.00011333571231848527,11.666666666666666,240,360
C0418,12,10,ring,44,0.007824005846520501,0.00010558870790282523,12.986111111111112,240,360
C0419,12,10,ring,45,0.0084914760661037,0.00011920200461805533,11.73611111111111,240,360
C0420,12,10,ring,46,0.008238548766838555,0.00011456761922347033,11.73611111111111,240,360
C0421,14,1,linear,42,0.004070009096242699,0.002334745257298223,94.89795918367348,28,41
C0422,14,1,linear,43,0.006020233170044476,0.0028265656438341683,96.1734693877551,28,41
C0423,14,1,linear,44,0.004527908749152246,0.0022898445749374766,91.58163265306123,28,41
C0424,14,1,linear,45,0.0029948682543250262,0.0008575015977699365,95.1530612244898,28,41
C0425,14,1,linear,46,0.005853317228194757,0.0021866229109873524,94.13265306122449,28,41
C0426,14,1,ring,42,0.0015882301532751805,0.00018583556957313144,95.40816326530613,28,42
C0427,14,1,ring,43,0.003614250361140168,0.0011884009926970648,96.68367346938776,28,42
C0428,14,1,ring,44,0.0026086465031028012,0.0009721334945628869,92.09183673469387,28,42
C0429,14,1,ring,45,0.0014744775275976072,0.0003065316435781968,95.66326530612244,28,42
C0430,14,1,ring,46,0.003605428658770088,0.0011825701193441404,94.64285714285714,28,42
C0431,14,2,linear,42,0.009218945090753538,0.0016474404365404557,61.224489795918366,56,82
C0432,14,2,linear,43,0.0145864034776867,0.0025529210972907394,51.91326530612245,56,82
C0433,14,2,linear,44,0.012811821409603047,0.002757163772928696,61.0969387755102,56,82
C0434,14,2,linear,45,0.010829174395536706,0.0025206162953168624,63.775510204081634,56,82
C0435,14,2,linear,46,0.01425908511743877,0.003161910169715296,59.056122448979586,56,82
C0436,14,2,ring,42,0.006939812290504976,0.0009274106132986144,59.94897959183674,56,84
C0437,14,2,ring,43,0.01006548204702024,0.0009832365562774392,46.55612244897959,56,84
C0438,14,2,ring,44,0.010488746681130371,0.001863774776085958,59.43877551020408,56,84
C0439,14,2,ring,45,0.003988754393693821,0.0005676741639610681,68.75,56,84
C0440,14,2,ring,46,0.01124326076876902,0.001357746235247716,52.04081632653062,56,84
C0441,14,3,linear,42,0.01220996396896997,0.001638541542148083,54.25170068027211,84,123
C0442,14,3,linear,43,0.010756267517355634,0.0018614234777729456,48.3843537414966,84,123
C0443,14,3,linear,44,0.007346033811207304,0.0009765446493729122,60.79931972789115,84,123
C0444,14,3,linear,45,0.01128386455785007,0.002737965103712215,57.56802721088435,84,123
C0445,14,3,linear,46,0.011105775695285392,0.002290665775972959,64.37074829931973,84,123
C0446,14,3,ring,42,0.0063457980761792675,0.00019101888803749016,32.99319727891156,84,126
C0447,14,3,ring,43,0.0047725444896106065,5.249747011880966e-05,28.316326530612244,84,126
C0448,14,3,ring,44,0.0015247794831629534,1.4039115886649329e-05,69.72789115646259,84,126
C0449,14,3,ring,45,0.0032384505711757815,2.9353789783466137e-05,38.86054421768708,84,126
C0450,14,3,ring,46,0.0022883784639795967,1.693523836412609e-05,47.534013605442176,84,126
C0451,14,4,linear,42,0.013541113282085132,0.001427910114934989,44.96173469387755,112,164
C0452,14,4,linear,43,0.010868212852502048,0.0010715206207665767,45.66326530612245,112,164
C0453,14,4,linear,44,0.01332209332301432,0.0015035834136358597,43.36734693877551,112,164
C0454,14,4,linear,45,0.01067475027750154,0.0014547915689059187,47.5765306122449,112,164
C0455,14,4,linear,46,0.012845189662964914,0.001653127385774869,44.06887755102041,112,164
C0456,14,4,ring,42,0.00469074701317432,5.2012709161768035e-05,26.913265306122447,112,168
C0457,14,4,ring,43,0.006625264680385364,0.0001036017263609204,22.448979591836736,112,168
C0458,14,4,ring,44,0.003912681129610099,4.7394764996817047e-05,36.47959183673469,112,168
C0459,14,4,ring,45,0.0037502728729241117,3.562179503522515e-05,31.887755102040817,112,168
C0460,14,4,ring,46,0.003904067548660363,3.112177925361255e-05,27.359693877551024,112,168
C0461,14,6,linear,42,0.010527457494726644,0.0008304199605626818,40.773809523809526,168,246
C0462,14,6,linear,43,0.008210758933627452,0.0005469525618730882,40.34863945578231,168,246
C0463,14,6,linear,44,0.009911794274653947,0.0007106586907501322,40.773809523809526,168,246
C0464,14,6,linear,45,0.008427277408118723,0.0006941380943100013,42.04931972789115,168,246
C0465,14,6,linear,46,0.008351081589537878,0.00039109104134025434,40.90136054421769,168,246
C0466,14,6,ring,42,0.004148074000212515,3.141703210891026e-05,21.641156462585034,168,252
C0467,14,6,ring,43,0.004272169142336663,3.2668591438717174e-05,21.51360544217687,168,252
C0468,14,6,ring,44,0.004340758503404086,3.274609237708709e-05,20.238095238095237,168,252
C0469,14,6,ring,45,0.003907605537917621,2.8097456658819028e-05,24.362244897959183,168,252
C0470,14,6,ring,46,0.0038552269866905537,2.6685084479076952e-05,22.70408163265306,168,252
C0471,14,8,linear,42,0.007299982812407816,0.0003188479907381173,37.276785714285715,224,328
C0472,14,8,linear,43,0.007042293944432029,0.0002770435797486043,37.59566326530612,224,328
C0473,14,8,linear,44,0.007736411222634313,0.0003321973829271814,36.44770408163265,224,328
C0474,14,8,linear,45,0.008034789411661428,0.0004807240892666668,36.54336734693878,224,328
C0475,14,8,linear,46,0.0076763134752851235,0.0003100122526601769,36.32015306122449,224,328
C0476,14,8,ring,42,0.00396722589945761,2.7855347676672405e-05,21.747448979591837,224,336
C0477,14,8,ring,43,0.004230059831161443,3.036528652640582e-05,18.973214285714285,224,336
C0478,14,8,ring,44,0.004192756444663844,3.0333163704073893e-05,20.408163265306122,224,336
C0479,14,8,ring,45,0.004036769012773754,2.832846345729714e-05,21.269132653061224,224,336
C0480,14,8,ring,46,0.004212448662336603,3.0961515608502566e-05,19.83418367346939,224,336
C0481,14,10,linear,42,0.005878368443934421,0.00014381298166787717,35.22959183673469,280,410
C0482,14,10,linear,43,0.00577072421407819,0.00014596438090250152,34.08163265306122,280,410
C0483,14,10,linear,44,0.006431332668839611,0.00017313353229826575,32.857142857142854,280,410
C0484,14,10,linear,45,0.005982402756197193,0.00014982953873787216,32.525510204081634,280,410
C0485,14,10,linear,46,0.006043718155744024,0.00014014635484160622,32.70408163265306,280,410
C0486,14,10,ring,42,0.0039044303649400894,2.6510909021419964e-05,22.346938775510203,280,420
C0487,14,10,ring,43,0.0041950757703724546,2.9687999069189603e-05,19.872448979591837,280,420
C0488,14,10,ring,44,0.004137429688587669,2.9167000716024473e-05,19.056122448979593,280,420
C0489,14,10,ring,45,0.00414714190472198,2.896877394454653e-05,19.081632653061227,280,420
C0490,14,10,ring,46,0.004027924261897848,2.7524606339735866e-05,19.897959183673468,280,420
